brand,model,year,price,mileage,fuel_type,transmission,engine_capacity,body_type,location,condition,seller_type,color,features_count,vehicle_age,tax_era,brand_category,fuel_efficiency,price_per_km,is_popular_model
Suzuki,Celerio,2015,1129054,99315,Hybrid,Manual,1300,SUV,Gampaha,Used,Dealer,Silver,13,9,Low Tax Era,Standard,High,11.37,0
Mitsubishi,Outlander,2021,3100515,42444,Hybrid,Automatic,1000,SUV,Negombo,Reconditioned,Individual,White,10,3,High Tax Era,Standard,High,73.05,0
Mitsubishi,Lancer,2011,761012,149110,Diesel,Manual,2000,Wagon,Colombo,Reconditioned,Dealer,Black,15,13,Low Tax Era,Standard,Low,5.1,0
Mitsubishi,Lancer,2018,2227064,70041,Electric,Automatic,0,Wagon,Negombo,Used,Individual,White,8,6,Medium Tax Era,Standard,Very High,31.8,0
Mazda,CX-5,2021,2848905,23464,Petrol,Automatic,1300,SUV,Ratnapura,Reconditioned,Dealer,Black,10,3,High Tax Era,Standard,Medium,121.41,0
Suzuki,Hustler,2016,1123720,61883,Diesel,Automatic,2000,Wagon,Jaffna,Used,Individual,Brown,11,8,Medium Tax Era,Standard,Low,18.16,0
Honda,Fit,2017,2422483,65287,Hybrid,Automatic,1800,Hatchback,Kandy,Used,Dealer,White,23,7,Medium Tax Era,Standard,High,37.1,1
Hyundai,Accent,2020,2616546,42125,Hybrid,Manual,1800,Van,Colombo,Used,Individual,White,21,4,High Tax Era,Standard,High,62.11,0
Mitsubishi,Pajero,2014,1170080,155675,Hybrid,Automatic,1800,Hatchback,Anuradhapura,Used,Dealer,Red,10,10,Low Tax Era,Standard,High,7.52,0
Toyota,Axio,2016,2173154,99003,Hybrid,Automatic,2000,Sedan,Jaffna,Used,Dealer,White,11,8,Medium Tax Era,Standard,High,21.95,1
BMW,318i,2017,3570151,88974,Petrol,Automatic,3500,Hatchback,Colombo,Used,Dealer,Silver,18,7,Medium Tax Era,Luxury,Low,40.13,0
Toyota,Aqua,2011,1048655,102925,Petrol,Automatic,1000,Hatchback,Colombo,Used,Individual,Brown,23,13,Low Tax Era,Standard,Medium,10.19,1
Toyota,Vezel,2020,2937879,37437,Diesel,Manual,1000,SUV,Colombo,Used,Dealer,Black,18,4,High Tax Era,Standard,Medium,78.47,1
Suzuki,Alto,2012,932240,84073,Hybrid,Automatic,660,Hatchback,Colombo,Reconditioned,Dealer,Black,20,12,Low Tax Era,Standard,High,11.09,1
Honda,Accord,2012,1258272,150687,Hybrid,Manual,2000,Van,Kurunegala,Reconditioned,Dealer,Black,24,12,Low Tax Era,Standard,High,8.35,0
Honda,Grace,2019,2913464,42669,Hybrid,Automatic,1500,Sedan,Colombo,Used,Individual,White,14,5,Medium Tax Era,Standard,High,68.28,0
Suzuki,Celerio,2011,564463,95198,Petrol,Manual,2000,Van,Kandy,Reconditioned,Individual,Black,13,13,Low Tax Era,Standard,Low,5.93,0
Mazda,CX-3,2021,3170972,32536,Petrol,Automatic,1300,Coupe,Kalutara,Used,Dealer,White,23,3,High Tax Era,Standard,Medium,97.46,0
Toyota,CH-R,2013,1023375,152468,Petrol,Manual,2000,SUV,Batticaloa,Used,Individual,Silver,19,11,Low Tax Era,Standard,Low,6.71,0
Suzuki,Ertiga,2018,1523576,108560,Hybrid,Manual,1300,Van,Gampaha,Used,Dealer,White,7,6,Medium Tax Era,Standard,High,14.03,0
Hyundai,Elantra,2012,807477,243161,Hybrid,Manual,2000,SUV,Colombo,Used,Dealer,Silver,18,12,Low Tax Era,Standard,High,3.32,0
Toyota,Axio,2020,3986428,15823,Hybrid,Automatic,2000,Sedan,Colombo,Used,Individual,White,19,4,High Tax Era,Standard,High,251.92,1
Honda,Fit,2015,1718690,99426,Hybrid,Manual,1000,Hatchback,Galle,Used,Individual,Black,20,9,Low Tax Era,Standard,High,17.29,1
Honda,Freed,2017,1876813,80854,Petrol,Automatic,1300,Van,Anuradhapura,Reconditioned,Individual,Black,24,7,Medium Tax Era,Standard,Medium,23.21,0
Honda,City,2021,3824219,18325,Diesel,Automatic,1300,Hatchback,Negombo,Used,Dealer,Black,23,3,High Tax Era,Standard,Medium,208.68,0
Toyota,CH-R,2016,2470756,107782,Electric,Automatic,0,SUV,Galle,Used,Individual,Black,20,8,Medium Tax Era,Standard,Very High,22.92,0
Toyota,Allion,2014,1447490,89950,Petrol,Automatic,1500,Sedan,Colombo,Used,Dealer,White,20,10,Low Tax Era,Standard,Low,16.09,0
Nissan,Note,2011,758355,130420,Diesel,Automatic,1300,Hatchback,Negombo,Used,Individual,Black,23,13,Low Tax Era,Standard,Medium,5.81,0
Mitsubishi,Mirage,2018,2316559,63684,Hybrid,Automatic,2000,Van,Gampaha,Used,Dealer,Grey,17,6,Medium Tax Era,Standard,High,36.38,0
Mazda,Mazda 3,2015,2016168,95333,Electric,Automatic,0,SUV,Colombo,Used,Dealer,Silver,20,9,Low Tax Era,Standard,Very High,21.15,0
Suzuki,Swift,2019,1535829,79632,Petrol,Automatic,1000,Hatchback,Colombo,Used,Individual,White,15,5,Medium Tax Era,Standard,Medium,19.29,1
Mazda,Demio,2013,1025101,87048,Petrol,Manual,1300,Hatchback,Gampaha,Used,Dealer,Blue,21,11,Low Tax Era,Standard,Medium,11.78,0
Toyota,Camry,2019,2510637,116681,Petrol,Automatic,1000,Sedan,Negombo,Used,Individual,White,10,5,Medium Tax Era,Standard,Medium,21.52,0
Toyota,Corolla,2013,1457222,172449,Electric,Automatic,0,Sedan,Batticaloa,Reconditioned,Dealer,White,23,11,Low Tax Era,Standard,Very High,8.45,0
Toyota,Prius,2018,2691908,90298,Diesel,Automatic,1000,Coupe,Negombo,Used,Individual,White,19,6,Medium Tax Era,Standard,Medium,29.81,1
KIA,Rio,2009,555088,121911,Petrol,Automatic,1500,SUV,Negombo,Reconditioned,Dealer,Gold,23,15,Low Tax Era,Standard,Low,4.55,0
Suzuki,Spacia,2020,2094599,16019,Hybrid,Manual,1300,SUV,Galle,Used,Dealer,Black,10,4,High Tax Era,Standard,High,130.75,0
Toyota,Camry,2016,2104885,60115,Hybrid,Manual,2000,Sedan,Gampaha,Used,Individual,Black,12,8,Medium Tax Era,Standard,High,35.01,0
Honda,Freed,2014,1477492,185852,Electric,Automatic,0,Van,Gampaha,Reconditioned,Dealer,Silver,10,10,Low Tax Era,Standard,Very High,7.95,0
Mazda,Mazda 3,2017,1693277,102979,Petrol,Automatic,1800,Wagon,Kandy,Used,Individual,Silver,23,7,Medium Tax Era,Standard,Low,16.44,0
Suzuki,Every,2018,1750310,76527,Hybrid,Automatic,1000,Van,Gampaha,Reconditioned,Individual,Silver,13,6,Medium Tax Era,Standard,High,22.87,0
Mazda,CX-3,2014,1152701,100967,Petrol,Automatic,2000,Hatchback,Ratnapura,Reconditioned,Dealer,White,6,10,Low Tax Era,Standard,Low,11.42,0
Toyota,Corolla,2019,2921283,100587,Hybrid,Automatic,1500,Sedan,Colombo,Used,Individual,Silver,6,5,Medium Tax Era,Standard,High,29.04,0
Mazda,CX-5,2011,794121,174328,Petrol,Automatic,1300,SUV,Gampaha,Reconditioned,Individual,Black,22,13,Low Tax Era,Standard,Medium,4.56,0
Toyota,Vezel,2012,1087012,226149,Petrol,Automatic,2000,SUV,Ratnapura,Used,Dealer,Grey,19,12,Low Tax Era,Standard,Low,4.81,1
Toyota,Vitz,2017,2283461,115172,Diesel,Automatic,1300,Hatchback,Kandy,Used,Individual,Grey,20,7,Medium Tax Era,Standard,Medium,19.83,0
Honda,Grace,2010,728971,232150,Petrol,Automatic,1800,Sedan,Colombo,Used,Individual,Black,11,14,Low Tax Era,Standard,Low,3.14,0
Suzuki,Celerio,2018,1798521,119139,Hybrid,Automatic,1000,Hatchback,Anuradhapura,Used,Individual,Blue,18,6,Medium Tax Era,Standard,High,15.1,0
Honda,Insight,2021,4114119,37778,Electric,Manual,0,SUV,Gampaha,Used,Dealer,White,22,3,High Tax Era,Standard,Very High,108.9,0
Toyota,Prius,2013,1497594,169831,Electric,Automatic,0,Wagon,Colombo,Used,Individual,Black,13,11,Low Tax Era,Standard,Very High,8.82,1
Nissan,Tiida,2021,2345932,28509,Petrol,Automatic,2000,Hatchback,Matara,Used,Individual,Red,11,3,High Tax Era,Standard,Low,82.28,0
Honda,Grace,2020,3311864,39182,Hybrid,Automatic,1000,Sedan,Batticaloa,Used,Individual,Black,18,4,High Tax Era,Standard,High,84.52,0
Toyota,Prius,2016,1797115,79585,Diesel,Automatic,2000,Van,Gampaha,Used,Individual,White,8,8,Medium Tax Era,Standard,Low,22.58,1
Toyota,Vezel,2009,828103,166994,Petrol,Automatic,1000,SUV,Galle,Reconditioned,Dealer,White,23,15,Low Tax Era,Standard,Medium,4.96,1
Suzuki,Alto,2013,625203,207368,Petrol,Automatic,800,Hatchback,Gampaha,Used,Dealer,White,13,11,Low Tax Era,Standard,Medium,3.01,1
Toyota,Prius,2017,2237777,95413,Diesel,Automatic,1800,SUV,Colombo,Used,Individual,Black,6,7,Medium Tax Era,Standard,Low,23.45,1
BMW,X3,2013,2134756,210270,Electric,Manual,0,Hatchback,Negombo,Reconditioned,Individual,Grey,23,11,Low Tax Era,Luxury,Very High,10.15,0
KIA,Rio,2011,741092,170153,Diesel,Automatic,1000,Hatchback,Gampaha,Used,Individual,White,10,13,Low Tax Era,Standard,Medium,4.36,0
Toyota,Aqua,2018,3334524,89002,Hybrid,Automatic,1000,Hatchback,Colombo,Reconditioned,Individual,Black,22,6,Medium Tax Era,Standard,High,37.47,1
KIA,Picanto,2015,1549631,83167,Hybrid,Automatic,1800,Hatchback,Gampaha,Used,Dealer,Silver,15,9,Low Tax Era,Standard,High,18.63,0
Hyundai,Elantra,2021,2469600,43395,Petrol,Automatic,1500,SUV,Galle,Used,Dealer,White,7,3,High Tax Era,Standard,Low,56.91,0
Suzuki,Hustler,2012,524144,121581,Petrol,Manual,1300,Hatchback,Kalutara,Used,Individual,White,10,12,Low Tax Era,Standard,Medium,4.31,0
Suzuki,Spacia,2010,500000,195603,Petrol,Automatic,1800,Wagon,Kalutara,Used,Individual,White,10,14,Low Tax Era,Standard,Low,2.56,0
Toyota,Premio,2018,2069631,99682,Diesel,Automatic,2000,Sedan,Batticaloa,Reconditioned,Dealer,Black,5,6,Medium Tax Era,Standard,Low,20.76,0
Suzuki,Hustler,2013,878384,237094,Hybrid,Automatic,1800,Coupe,Ratnapura,Reconditioned,Dealer,Silver,12,11,Low Tax Era,Standard,High,3.7,0
Benz,E250,2017,3647017,88821,Petrol,Automatic,3000,Van,Negombo,Used,Individual,White,15,7,Medium Tax Era,Luxury,Low,41.06,0
Suzuki,Ertiga,2016,1252444,43323,Diesel,Automatic,1500,Hatchback,Batticaloa,Reconditioned,Individual,Grey,21,8,Medium Tax Era,Standard,Low,28.91,0
Honda,Civic,2017,2076303,41979,Diesel,Automatic,1500,Sedan,Colombo,Reconditioned,Individual,White,14,7,Medium Tax Era,Standard,Low,49.46,0
Mazda,Demio,2013,1045751,116680,Hybrid,Manual,1000,Hatchback,Gampaha,Used,Dealer,Silver,17,11,Low Tax Era,Standard,High,8.96,0
KIA,Sorento,2021,2637425,57642,Hybrid,Automatic,1300,Hatchback,Batticaloa,Used,Individual,Red,5,3,High Tax Era,Standard,High,45.75,0
Nissan,X-Trail,2017,1154294,117281,Petrol,Manual,1000,SUV,Gampaha,Used,Dealer,White,5,7,Medium Tax Era,Standard,Medium,9.84,0
Honda,Accord,2011,725727,194430,Diesel,Manual,1500,Coupe,Gampaha,Reconditioned,Individual,White,12,13,Low Tax Era,Standard,Low,3.73,0
KIA,Picanto,2010,591586,235312,Diesel,Automatic,1800,Van,Kandy,Used,Individual,Red,18,14,Low Tax Era,Standard,Low,2.51,0
Toyota,Axio,2013,1252495,121965,Petrol,Automatic,1500,Sedan,Colombo,Reconditioned,Dealer,White,9,11,Low Tax Era,Standard,Low,10.27,1
Hyundai,Tucson,2015,1302376,114155,Hybrid,Automatic,1500,SUV,Gampaha,Used,Individual,White,22,9,Low Tax Era,Standard,High,11.41,0
Hyundai,Elantra,2019,2079995,117199,Hybrid,Automatic,1000,Wagon,Batticaloa,Used,Dealer,Black,9,5,Medium Tax Era,Standard,High,17.75,0
Toyota,CH-R,2015,2006455,48195,Hybrid,Automatic,1000,SUV,Kalutara,Reconditioned,Individual,Silver,23,9,Low Tax Era,Standard,High,41.63,0
Hyundai,Creta,2008,500000,211765,Petrol,Manual,1000,Sedan,Colombo,Reconditioned,Dealer,Silver,14,16,Low Tax Era,Standard,Medium,2.36,0
Hyundai,i10,2019,1964163,77489,Petrol,Automatic,1300,Hatchback,Jaffna,Used,Individual,White,16,5,Medium Tax Era,Standard,Medium,25.35,0
Toyota,Premio,2015,1450648,109285,Petrol,Automatic,1500,Sedan,Kandy,Used,Dealer,White,8,9,Low Tax Era,Standard,Low,13.27,0
Honda,City,2020,2436059,37435,Petrol,Manual,1800,Wagon,Colombo,Used,Individual,White,8,4,High Tax Era,Standard,Low,65.07,0
Toyota,Corolla,2023,4883406,7716,Diesel,Automatic,1500,Sedan,Kandy,Used,Dealer,White,7,1,High Tax Era,Standard,Low,632.81,0
Suzuki,Celerio,2015,1259647,51135,Hybrid,Automatic,1500,Sedan,Matara,Reconditioned,Individual,Black,13,9,Low Tax Era,Standard,High,24.63,0
Toyota,Axio,2016,1641498,47139,Diesel,Automatic,2000,Sedan,Anuradhapura,Used,Dealer,Silver,9,8,Medium Tax Era,Standard,Low,34.82,1
KIA,Picanto,2014,979180,174311,Diesel,Automatic,1500,Wagon,Galle,Used,Individual,Silver,7,10,Low Tax Era,Standard,Low,5.62,0
Suzuki,Hustler,2018,1578985,55029,Petrol,Automatic,1000,Hatchback,Kandy,Used,Individual,Silver,20,6,Medium Tax Era,Standard,Medium,28.69,0
Nissan,Note,2017,1761463,96249,Electric,Automatic,0,Van,Galle,Used,Dealer,Red,12,7,Medium Tax Era,Standard,Very High,18.3,0
Suzuki,Swift,2020,1810637,22770,Petrol,Automatic,1800,Hatchback,Galle,Used,Dealer,White,20,4,High Tax Era,Standard,Low,79.52,1
Toyota,Prius,2013,1462659,118769,Hybrid,Automatic,2000,Wagon,Ratnapura,Used,Individual,Silver,11,11,Low Tax Era,Standard,High,12.32,1
Toyota,Prius,2012,1284295,105407,Hybrid,Automatic,1300,Wagon,Gampaha,Used,Individual,White,9,12,Low Tax Era,Standard,High,12.18,1
Toyota,CH-R,2015,2009570,89008,Hybrid,Automatic,1500,SUV,Ratnapura,Reconditioned,Dealer,Red,13,9,Low Tax Era,Standard,High,22.58,0
Toyota,Corolla,2015,1848595,72022,Diesel,Automatic,1300,Sedan,Ratnapura,Used,Dealer,Gold,23,9,Low Tax Era,Standard,Medium,25.67,0
Honda,Grace,2013,1176135,117242,Diesel,Manual,1300,Sedan,Colombo,Reconditioned,Dealer,White,15,11,Low Tax Era,Standard,Medium,10.03,0
Toyota,Axio,2020,3521598,45511,Hybrid,Automatic,1000,Sedan,Jaffna,Reconditioned,Individual,Silver,17,4,High Tax Era,Standard,High,77.38,1
Honda,Vezel,2013,1063760,158206,Diesel,Automatic,1300,SUV,Gampaha,Used,Dealer,White,7,11,Low Tax Era,Standard,Medium,6.72,1
Suzuki,Alto,2010,500000,218878,Petrol,Automatic,660,Hatchback,Batticaloa,Reconditioned,Dealer,Red,10,14,Low Tax Era,Standard,Medium,2.28,1
Toyota,CH-R,2021,4418554,23774,Electric,Automatic,0,SUV,Galle,Reconditioned,Individual,Silver,10,3,High Tax Era,Standard,Very High,185.85,0
Toyota,CH-R,2012,990821,242333,Petrol,Automatic,1500,SUV,Colombo,Used,Individual,White,5,12,Low Tax Era,Standard,Low,4.09,0
Toyota,Camry,2008,564059,158944,Petrol,Automatic,1000,Sedan,Matara,Reconditioned,Individual,Brown,10,16,Low Tax Era,Standard,Medium,3.55,0
KIA,Sportage,2015,1665071,86380,Hybrid,Automatic,2000,Coupe,Matara,Used,Individual,Green,22,9,Low Tax Era,Standard,High,19.28,0
Suzuki,Celerio,2019,1761214,90362,Petrol,Automatic,1000,Coupe,Gampaha,Used,Dealer,Silver,22,5,Medium Tax Era,Standard,Medium,19.49,0
Toyota,Corolla,2011,831197,138001,Petrol,Automatic,1500,Sedan,Colombo,Used,Individual,Red,8,13,Low Tax Era,Standard,Low,6.02,0
Toyota,Premio,2021,3541622,49256,Diesel,Manual,1800,Sedan,Galle,Used,Dealer,Gold,13,3,High Tax Era,Standard,Low,71.9,0
Honda,Accord,2019,2169841,66571,Diesel,Automatic,2000,Hatchback,Matara,Used,Individual,Blue,8,5,Medium Tax Era,Standard,Low,32.59,0
Hyundai,Creta,2014,912593,194165,Petrol,Automatic,1300,Sedan,Gampaha,Reconditioned,Dealer,Black,8,10,Low Tax Era,Standard,Medium,4.7,0
Honda,Fit,2013,1051567,192364,Petrol,Automatic,1000,Hatchback,Colombo,Used,Dealer,White,20,11,Low Tax Era,Standard,Medium,5.47,1
Toyota,Vezel,2017,2426981,44803,Hybrid,Automatic,1500,SUV,Galle,Used,Dealer,White,19,7,Medium Tax Era,Standard,High,54.17,1
Toyota,Axio,2020,3064947,44753,Petrol,Automatic,1000,Sedan,Kurunegala,Reconditioned,Dealer,White,24,4,High Tax Era,Standard,Medium,68.48,1
Nissan,Leaf,2020,2632726,50137,Hybrid,Automatic,1300,Wagon,Gampaha,Used,Dealer,White,10,4,High Tax Era,Standard,High,52.51,0
Hyundai,Accent,2016,1298211,98630,Petrol,Automatic,1500,Coupe,Kandy,Used,Dealer,Red,11,8,Medium Tax Era,Standard,Low,13.16,0
Mazda,Atenza,2011,729626,94425,Petrol,Manual,1500,SUV,Colombo,Used,Dealer,Red,17,13,Low Tax Era,Standard,Low,7.73,0
Toyota,Vitz,2019,2841184,112843,Petrol,Automatic,1500,Hatchback,Colombo,Reconditioned,Individual,Gold,10,5,Medium Tax Era,Standard,Low,25.18,0
KIA,Picanto,2011,663656,172162,Petrol,Automatic,2000,Sedan,Matara,Used,Dealer,Silver,11,13,Low Tax Era,Standard,Low,3.85,0
Suzuki,Alto,2018,1476975,100309,Petrol,Automatic,660,Hatchback,Gampaha,Used,Individual,Red,14,6,Medium Tax Era,Standard,Medium,14.72,1
Toyota,Vezel,2020,3516394,16702,Hybrid,Manual,1800,SUV,Colombo,Used,Individual,Silver,11,4,High Tax Era,Standard,High,210.52,1
Suzuki,Swift,2020,1839446,26160,Hybrid,Manual,1800,Hatchback,Kalutara,Used,Individual,White,11,4,High Tax Era,Standard,High,70.31,1
KIA,Sorento,2019,1982099,89455,Petrol,Automatic,1500,Wagon,Gampaha,Reconditioned,Individual,Black,16,5,Medium Tax Era,Standard,Low,22.16,0
Toyota,CH-R,2016,2177673,55935,Hybrid,Automatic,1000,SUV,Kurunegala,Reconditioned,Dealer,Silver,6,8,Medium Tax Era,Standard,High,38.93,0
Suzuki,Celerio,2020,2524060,40579,Hybrid,Automatic,1300,Sedan,Ratnapura,Reconditioned,Dealer,White,21,4,High Tax Era,Standard,High,62.2,0
Toyota,Axio,2018,2497657,55701,Diesel,Automatic,2000,Sedan,Colombo,Reconditioned,Individual,White,5,6,Medium Tax Era,Standard,Low,44.84,1
Mitsubishi,Outlander,2018,2225525,95773,Hybrid,Automatic,1800,SUV,Negombo,Reconditioned,Individual,Black,24,6,Medium Tax Era,Standard,High,23.24,0
Honda,Civic,2020,3826067,57205,Hybrid,Automatic,1300,Sedan,Colombo,Used,Individual,White,19,4,High Tax Era,Standard,High,66.88,0
Mitsubishi,ASX,2022,3538012,48799,Hybrid,Automatic,1800,SUV,Batticaloa,Reconditioned,Individual,White,6,2,High Tax Era,Standard,High,72.5,0
Mazda,Demio,2016,1600185,69482,Petrol,Automatic,1500,Hatchback,Gampaha,Reconditioned,Dealer,Blue,13,8,Medium Tax Era,Standard,Low,23.03,0
Honda,Civic,2021,3767828,32454,Hybrid,Manual,1500,Sedan,Kandy,Reconditioned,Dealer,Brown,15,3,High Tax Era,Standard,High,116.09,0
Suzuki,Spacia,2014,1008006,95852,Hybrid,Automatic,1800,Wagon,Kalutara,Used,Dealer,White,19,10,Low Tax Era,Standard,High,10.52,0
Honda,City,2019,2206055,49136,Petrol,Automatic,1500,Van,Colombo,Reconditioned,Dealer,Black,7,5,Medium Tax Era,Standard,Low,44.9,0
Honda,Civic,2019,2408427,68491,Diesel,Manual,1300,Sedan,Galle,Reconditioned,Individual,White,11,5,Medium Tax Era,Standard,Medium,35.16,0
Suzuki,Ertiga,2018,1858974,90728,Hybrid,Automatic,2000,SUV,Colombo,Used,Dealer,Silver,11,6,Medium Tax Era,Standard,High,20.49,0
Suzuki,Every,2016,1115951,96921,Diesel,Automatic,1800,Van,Kandy,Used,Individual,Black,6,8,Medium Tax Era,Standard,Low,11.51,0
Toyota,Axio,2017,2022976,48945,Petrol,Automatic,1500,Sedan,Gampaha,Reconditioned,Individual,Black,14,7,Medium Tax Era,Standard,Low,41.33,1
Suzuki,Ertiga,2019,1694394,54694,Petrol,Automatic,1000,Wagon,Colombo,Used,Dealer,Black,24,5,Medium Tax Era,Standard,Medium,30.98,0
Toyota,Prius,2019,2709246,88225,Petrol,Manual,1300,SUV,Jaffna,Reconditioned,Dealer,Brown,18,5,Medium Tax Era,Standard,Medium,30.71,1
Benz,E200,2017,3492972,105211,Diesel,Automatic,2400,Hatchback,Gampaha,Reconditioned,Individual,White,6,7,Medium Tax Era,Luxury,Low,33.2,0
Toyota,CH-R,2010,722353,137450,Diesel,Manual,1000,SUV,Gampaha,Used,Dealer,Red,12,14,Low Tax Era,Standard,Medium,5.26,0
Honda,Insight,2015,1388085,98770,Diesel,Automatic,1300,Wagon,Galle,Used,Individual,Black,11,9,Low Tax Era,Standard,Medium,14.05,0
Hyundai,Santa Fe,2014,951809,189578,Petrol,Automatic,1800,Hatchback,Colombo,Reconditioned,Individual,Brown,24,10,Low Tax Era,Standard,Low,5.02,0
Nissan,Caravan,2020,2785191,30829,Hybrid,Automatic,1800,Van,Gampaha,Used,Dealer,Black,24,4,High Tax Era,Standard,High,90.34,0
Toyota,Aqua,2017,2755009,89600,Hybrid,Automatic,2000,Hatchback,Anuradhapura,Used,Dealer,White,20,7,Medium Tax Era,Standard,High,30.75,1
Toyota,Axio,2016,2351842,41069,Hybrid,Automatic,1500,Sedan,Colombo,Used,Dealer,Grey,14,8,Medium Tax Era,Standard,High,57.26,1
Suzuki,Spacia,2016,1070755,62789,Diesel,Automatic,1300,Hatchback,Kandy,Reconditioned,Individual,Green,11,8,Medium Tax Era,Standard,Medium,17.05,0
Suzuki,Wagon R,2012,732169,101179,Hybrid,Automatic,1000,Hatchback,Gampaha,Used,Dealer,Black,17,12,Low Tax Era,Standard,High,7.24,1
Toyota,Vitz,2009,745876,121098,Petrol,Manual,1800,Hatchback,Batticaloa,Used,Individual,Silver,22,15,Low Tax Era,Standard,Low,6.16,0
Honda,Accord,2019,2505349,78491,Hybrid,Automatic,1800,Hatchback,Kandy,Used,Individual,White,5,5,Medium Tax Era,Standard,High,31.92,0
Toyota,Aqua,2019,2997350,85823,Hybrid,Automatic,1300,Hatchback,Negombo,Reconditioned,Dealer,Black,17,5,Medium Tax Era,Standard,High,34.92,1
BMW,520d,2019,4505343,91901,Diesel,Automatic,3500,Wagon,Kandy,Reconditioned,Individual,White,12,5,Medium Tax Era,Luxury,Low,49.02,0
Toyota,Vitz,2019,3422003,97558,Hybrid,Automatic,1800,Hatchback,Gampaha,Used,Individual,Silver,18,5,Medium Tax Era,Standard,High,35.08,0
Toyota,Prius,2015,1856098,62741,Hybrid,Automatic,2000,Hatchback,Kandy,Used,Individual,Gold,13,9,Low Tax Era,Standard,High,29.58,1
Honda,Accord,2018,2380712,118157,Hybrid,Automatic,1800,Van,Ratnapura,Reconditioned,Individual,Black,10,6,Medium Tax Era,Standard,High,20.15,0
Toyota,Aqua,2017,2522178,81733,Hybrid,Automatic,1300,Hatchback,Colombo,Reconditioned,Dealer,White,20,7,Medium Tax Era,Standard,High,30.86,1
Honda,Civic,2015,1807541,41238,Hybrid,Automatic,1000,Sedan,Galle,Used,Dealer,White,8,9,Low Tax Era,Standard,High,43.83,0
Suzuki,Swift,2012,710241,184139,Hybrid,Automatic,2000,Hatchback,Colombo,Used,Dealer,White,16,12,Low Tax Era,Standard,High,3.86,1
Suzuki,Spacia,2015,1218591,80000,Hybrid,Automatic,1000,SUV,Colombo,Used,Individual,White,15,9,Low Tax Era,Standard,High,15.23,0
Honda,Accord,2011,830791,134895,Petrol,Manual,2000,Wagon,Gampaha,Used,Individual,Brown,24,13,Low Tax Era,Standard,Low,6.16,0
Suzuki,Alto,2016,1330021,94641,Electric,Automatic,0,Hatchback,Negombo,Used,Individual,White,12,8,Medium Tax Era,Standard,Very High,14.05,1
